symbol	log2FC_MYC	padj_MYC
Traip	-0.123845398	0.819322067
Trak1	0.354034649	0.041658841
Trak2	0.15689342	0.426731791
Tram1	0.12744121	0.483063622
Tram1l1	-0.041815601	NA
Tram2	0.002656195	0.99718736
Trank1	-0.042246688	NA
Trap1	0.058296951	0.797754298
Trap1a	NA	NA
Trappc1	-0.07967782	0.700908514
Trappc10	0.302024586	0.001045847
Trappc11	-0.111358119	0.428390213
Trappc12	0.238979441	0.06634764
Trappc13	0.159065729	0.269869705
Trappc2	0.378471283	0.165600849
Trappc2l	0.009103855	0.978103552
Trappc3	0.048660489	0.817542699
Trappc3l	NA	NA
Trappc4	0.104955084	0.592129305
Trappc5	0.167834633	0.287911455
Trappc6a	-0.079830059	0.80866469
Trappc6b	-0.551648247	2.85E-05
Trappc8	-0.07720265	0.698659365
Trappc9	-0.020608949	0.930969689
Trat1	-0.002406256	0.996559789
Trcg1	0.087943728	NA
Trdmt1	0.585728941	0.030887587
Trdn	-0.042194705	NA
Treh	-0.430450949	0.267563564
Trem1	0.099780846	NA
Trem2	-0.150554294	0.767156418
Trem3	0.007011623	NA
Treml1	-0.170034336	NA
Treml2	-0.312756801	0.47692464
Treml4	0.096685821	0.777264978
Trerf1	-0.112917961	0.826664947
Trex1	NA	NA
Trex2	0.093055255	NA
Trf	0.100270698	0.855187638
Trh	NA	NA
Trhde	0.016416071	0.977715282
Trhr	NA	NA
Trhr2	NA	NA
Triap1	-0.272054565	0.093212061
Trib1	0.131611454	0.744292391
Trib2	0.143750413	0.688567103
Trib3	-0.206922992	0.674246736
Tril	-0.476054068	0.213591537
Trim10	-0.376740057	0.31372502
Trim11	0.391684643	0.025465174
Trim12a	-0.559725447	0.077067246
Trim12c	-0.223308695	0.224536307
Trim13	-0.141822778	0.737714947
Trim14	0.084739592	0.73863804
Trim15	-0.311464445	0.474405202
Trim16	0.056262026	0.925867151
Trim17	0.102382795	0.854800107
Trim2	-0.76955962	0.003513692
Trim21	0.033898052	0.91159
Trim23	0.042919082	0.847501532
Trim24	1.028054706	0.000135979
Trim25	-0.627374376	5.62E-05
Trim26	-0.32205676	0.052594013
Trim27	0.349326923	0.114395168
Trim28	0.191234716	0.156056855
Trim29	NA	NA
Trim3	0.225635696	0.430301971
Trim30a	-0.222508875	0.462182282
Trim30b	-0.332809925	0.284078816
Trim30d	-0.334285984	0.271200352
Trim30e-ps1	0.064232144	NA
Trim31	NA	NA
Trim32	0.012747221	0.962874606
Trim33	-0.040544819	0.847182987
Trim34a	-0.626667925	0.003384246
Trim35	0.159331291	0.525426159
Trim36	-0.184175242	0.711962326
Trim37	0.193119137	0.323210431
Trim38	-0.190821336	NA
Trim39	0.333258784	0.035068972
Trim40	NA	NA
Trim41	0.211031099	0.237095422
Trim42	NA	NA
Trim43a	-0.569250167	0.131736163
Trim43b	0.101717223	0.843541317
Trim43c	-0.489990777	0.171502029
Trim44	-0.457748213	0.00188854
Trim45	-0.116288345	0.809873495
Trim46	0.048924663	0.933522118
Trim47	0.380652803	0.239564372
Trim50	0.012886911	NA
Trim52	0.093273041	0.862451284
Trim54	NA	NA
Trim55	NA	NA
Trim56	-0.170275874	0.309504726
Trim58	-0.084620075	NA
Trim59	-0.694088237	0.046007913
Trim6	0.293706658	0.466535735
Trim60	NA	NA
Trim61	NA	NA
Trim62	-0.143385825	0.788006861
Trim63	0.026432191	NA
Trim65	0.399166848	0.08825964
Trim66	-0.276369627	NA
Trim67	0.739813624	0.034332763
Trim68	0.014371212	0.977819609
Trim69	-0.015396476	NA
Trim7	0.379734961	0.218309379
Trim71	0.086079404	NA
Trim72	-0.039313893	0.947500685
Trim75	-0.025201663	NA
Trim8	0.170705772	0.485332556
Trim80	0.064811908	0.912486157
Trim9	-0.014139863	NA
Triml1	NA	NA
Triml2	NA	NA
Trio	-0.226839811	0.156423618
Triobp	0.188581187	0.483063622
Trip10	-0.062279255	0.843798142
Trip11	-0.195314637	0.267454809
Trip12	-0.041262641	0.82360061
Trip13	-0.18980832	0.692671696
Trip4	-0.104051331	0.716691148
Trip6	0.059601854	0.870762102
Triqk	-0.119502653	0.825677548
Trit1	-0.159328075	0.582605553
Trmt1	0.018110874	0.954456294
Trmt10a	0.199257636	0.438880673
Trmt10b	0.234802714	0.355002996
Trmt10c	0.385343465	0.041063111
Trmt11	0.592305756	0.001099527
Trmt112	-0.190019699	0.176564553
Trmt12	-0.181535956	0.286950117
Trmt13	0.279226217	0.293001512
Trmt1l	0.000988179	0.997818246
Trmt2a	0.167929243	0.572191824
Trmt2b	0.15450338	0.566042046
Trmt44	0.351670775	0.072599928
Trmt5	0.034806375	0.916524324
Trmt6	0.074598116	0.782553853
Trmt61a	0.598937091	0.098579795
Trmt61b	0.398879477	0.106221489
Trmu	0.070501485	0.766381419
Trnau1ap	0.271116924	0.221284377
Trnp1	-0.24935173	NA
Trnt1	0.260645545	0.228216392
Tro	0.240852319	0.520809869
Troap	-0.322578959	NA
Trove2	0.448926871	0.007118994
Trp53	-0.039877766	0.930569887
Trp53bp1	-0.022821599	0.932387293
Trp53bp2	0.217841733	0.401649212
Trp53i11	-0.513530461	0.030496385
Trp53i13	0.118036223	0.781820885
Trp53inp1	-0.249498029	0.396158653
Trp53inp2	-0.19494507	0.249201364
Trp53rk	0.353877652	0.098579795
Trp63	-0.034486355	NA
Trp73	NA	NA
Trpa1	-0.015057432	NA
Trpc1	0.054294935	0.928547788
Trpc2	0.235355762	0.372243261
Trpc3	-0.1461865	0.774934037
Trpc4	0.037813681	NA
Trpc4ap	0.063231608	0.681082551
Trpc5	0.051653764	NA
Trpc6	-0.203022357	0.669257782
Trpc7	NA	NA
Trpd52l3	NA	NA
Trpm1	-0.233194722	0.583308339
Trpm2	-0.191407772	0.57136812
Trpm3	0.160276506	0.748057952
Trpm4	0.058641441	0.91159
Trpm5	-0.340961689	0.426279386
Trpm6	-0.556640537	0.100515184
Trpm7	0.146957251	0.321631111
Trpm8	-0.002323894	NA
Trps1	-0.131467752	0.73735942
Trpt1	0.313836018	0.203778481
Trpv1	0.22439906	NA
Trpv2	-0.182770635	0.643565367
Trpv3	0.091967799	NA
Trpv4	-0.244366424	0.60616633
Trpv5	NA	NA
Trpv6	0.322054709	NA
Trrap	-0.320009246	0.072182445
Trub1	0.347326781	0.07215943
Trub2	0.321037434	0.168496324
Try10	NA	NA
Try4	0.015775318	NA
Try5	-0.233481875	NA
Tsacc	0.069810902	0.895271785
Tsc1	0.172417778	0.486085676
Tsc2	-0.153842313	0.275273955
Tsc22d1	-0.488337502	0.047219405
Tsc22d2	0.15177884	0.62438258
Tsc22d3	-0.089342085	0.824727191
Tsc22d4	-0.228347193	0.451188655
Tsen15	0.275793324	0.225888008
Tsen2	0.152488615	0.740210655
Tsen34	0.063520249	0.803198494
Tsen54	0.36423172	0.117890328
Tsfm	0.252224359	0.203215092
Tsg101	-0.045642694	0.815683317
Tsga10	0.218126574	0.520433663
Tsga13	NA	NA
Tsga8	NA	NA
Tshb	-0.083816178	NA
Tshr	-0.042714014	NA
Tshz1	-0.210163868	0.393134196
Tshz2	-0.644437223	0.0005809
Tshz3	0.001375683	0.997818246
Tsix	-0.021926349	NA
Tsks	0.072492141	NA
Tsku	0.334875636	0.443642815
Tslp	-0.126736468	NA
Tsn	-0.096762997	0.38523747
Tsnax	NA	NA
Tsnaxip1	0.04525087	NA
Tspan1	-0.052588231	0.931423703
Tspan10	0.410237277	0.293701152
Tspan11	0.038595848	NA
Tspan12	0.19187473	0.385276507
Tspan13	0.412618077	0.249086657
Tspan14	-0.184943166	0.40512627
Tspan15	0.021853111	0.96058219
Tspan17	-0.072844397	0.883902923
Tspan18	-0.175626841	0.477460791
Tspan2	-0.353204693	0.25200715
Tspan3	0.122445362	0.636271454
Tspan31	-0.152943358	0.209154699
Tspan32	0.151483524	0.773905666
Tspan33	-0.736677829	0.000376743
Tspan4	0.301844145	0.336553969
Tspan5	0.375969005	0.354216206
Tspan6	-0.060747266	0.91939883
Tspan7	-0.37206969	0.071583083
Tspan8	-0.53677971	0.155637572
Tspan9	-0.333510719	0.005835714
Tspo	-0.189405645	0.228668693
Tspo2	-0.115730025	NA
Tspy-ps	NA	NA
Tspyl1	0.046759781	0.814384993
Tspyl2	0.168262979	0.655881594
Tspyl3	-0.236766629	0.621015451
Tspyl4	0.130828731	0.758725483
Tspyl5	-0.05898514	0.922728363
Tsr1	0.215771026	0.502423291
Tsr2	0.006833688	0.982063072
Tsr3	-0.095889936	0.688179283
Tssc1	-0.087348517	0.801178005
Tssc4	0.071815556	0.80302244
Tssk1	0.062897956	0.916524324
Tssk2	-0.173718256	NA
Tssk3	0.013869442	NA
Tssk4	0.114536823	0.829398346
Tssk5	-0.071790493	0.899581012
Tssk6	0.110416461	0.843798142
Tst	-0.15507532	0.284078816
Tsta3	-0.194787391	0.305648547
Tstd1	0.74706092	0.000586915
Tstd2	-0.031041826	0.886333191
Tstd3	-0.076460359	0.827096455
Tsx	0.051432707	NA
Ttbk1	-0.013784672	0.98331083
Ttbk2	-0.147337508	0.49206023
Ttc1	0.357184569	0.012560934
Ttc12	0.067883912	0.909820685
Ttc13	-0.02322862	0.915482668
Ttc14	-0.054123899	0.827948201
Ttc16	0.241286063	0.569017683
Ttc17	-0.012720056	0.965301638
Ttc19	0.415300213	0.002118788
Ttc21a	0.028603933	NA
Ttc21b	0.0242296	0.939501012
Ttc22	0.078616888	NA
Ttc23	0.34310485	0.155819501
Ttc23l	-0.041815601	NA
Ttc24	-0.041815601	NA
Ttc25	0.021352495	0.971286776
Ttc26	0.121317091	0.81853537
Ttc27	0.251138424	0.40512627
Ttc28	-0.652892095	0.024974281
Ttc29	NA	NA
Ttc3	0.092316714	0.639673858
Ttc30a1	0.344504455	0.191035053
Ttc30b	0.660695656	0.001632252
Ttc32	0.185589081	0.361139202
Ttc33	0.110497048	0.573797759
Ttc34	0.348486845	NA
Ttc36	-0.046279896	0.860469433
Ttc37	0.092875914	0.795400169
Ttc38	-0.090693644	0.752697062
Ttc39a	0.580395818	0.050921289
Ttc39b	-0.147791114	0.533541057
Ttc39c	-0.211943445	0.662597168
Ttc39d	NA	NA
Ttc4	0.091328696	0.557355984
Ttc5	0.144548999	0.574423714
Ttc7	0.0944148	0.721993963
Ttc7b	-0.09304931	0.733280542
Ttc8	-0.240180388	0.522492313
Ttc9	-0.025015114	NA
Ttc9b	-0.059082302	NA
Ttc9c	0.232255025	0.047735073
Ttf1	0.077280348	0.669007702
Ttf2	0.291202693	0.311494171
Tti1	-0.024151417	0.902213712
Tti2	0.213769526	0.146396551
Ttk	-0.169721217	NA
Ttl	0.439186583	0.004519817
Ttll1	-0.934710296	0.000974921
Ttll10	-0.098386428	NA
Ttll11	0.480797584	0.155723286
Ttll12	0.098791681	0.780807976
Ttll13	-0.111412039	0.842377624
Ttll2	-0.089549687	NA
Ttll3	0.06098425	0.883263274
Ttll4	0.088209737	0.798244328
Ttll5	0.062286977	0.847945069
Ttll6	NA	NA
Ttll7	-0.061096671	0.887446131
Ttll8	0.056991402	NA
Ttll9	0.322683164	0.46436799
Ttn	-0.152903313	0.663144249
Ttpa	0.073276794	0.781963611
Ttpal	0.103017138	0.771443745
Ttr	-0.117454338	0.656650921
Ttyh1	0.080342313	0.831756624
Ttyh2	-0.094589114	0.604677714
Ttyh3	-0.29883137	0.300850769
Tub	0.077833597	NA
Tuba1a	0.271626291	0.322087993
Tuba1b	0.064920891	0.784600881
Tuba1c	-0.059895932	0.779008799
Tuba3a	-0.041815601	NA
Tuba3b	-0.042194705	NA
Tuba4a	-0.25771895	0.052634822
Tuba8	-1.898832473	2.99E-14
Tubal3	0.199492888	NA
Tubb1	-0.471896802	0.234801731
Tubb2a	-0.343048884	0.255512502
Tubb2a-ps2	NA	NA
Tubb2b	0.030971994	NA
Tubb3	0.085582898	NA
Tubb4a	-0.35073044	NA
Tubb4b	-0.088697791	0.563154699
Tubb5	-0.149103584	0.395977666
Tubb6	0.391957243	0.15199774
Tubd1	-0.095052374	0.814440935
Tube1	-0.261799634	0.544429935
Tubg1	-0.265297836	0.055848544
Tubg2	0.195468715	0.694567437
Tubgcp2	0.014651627	0.965702713
Tubgcp3	-0.26221823	0.067624075
Tubgcp4	-0.006158719	0.982616749
Tubgcp5	-0.041751972	0.888204325
Tubgcp6	0.142390218	0.457591194
Tufm	-0.21235698	0.045874133
Tuft1	0.159634824	0.710621872
Tug1	-0.230966018	0.096988292
Tulp1	-0.041367315	NA
Tulp2	0.24077815	0.557355984
Tulp3	-0.297936148	0.361139202
Tulp4	-0.270813273	0.102792788
Tusc1	0.235030756	0.514779912
Tusc2	-0.025487188	0.895724969
Tusc3	0.363602697	0.223245845
Tusc5	-0.567017071	0.133759837
Tut1	0.332349805	0.090822908
Tvp23a	0.186410142	0.629662867
Tvp23b	0.486985716	0.000461606
Twf1	-0.099149856	0.622319164
Twf2	-0.159421006	0.583308339
Twist1	0.334721348	0.392698985
Twist2	-0.203427187	NA
Twistnb	0.392202083	0.014112911
Twsg1	0.015749803	0.934827402
Txk	-0.085235502	0.884171309
Txlna	0.255961094	0.290164127
Txlnb	-0.142663955	NA
Txlng	-0.013446588	0.95937797
Txn1	-0.052284256	0.896760352
Txn2	-0.159075634	0.433555463
Txndc11	-0.037367583	0.915571067
Txndc12	-0.059715171	0.751944335
Txndc15	-0.143674086	0.348049456
Txndc16	0.481992639	0.12363347
Txndc17	-0.034911303	0.894205651
Txndc2	-0.059692744	NA
Txndc5	-0.082708372	0.644099419
Txndc8	0.038595848	NA
Txndc9	0.257631213	0.020042242
Txnip	-0.142415854	0.48422624
Txnl1	0.169311843	0.417573928
Txnl4a	0.064598665	0.795400169
Txnl4b	0.059418443	0.840571275
Txnrd1	0.024575868	0.915571067
Txnrd2	0.052509853	0.852632432
Txnrd3	0.664305672	9.51E-05
Tyk2	-0.00726317	0.980680715
Tymp	-0.37216586	0.222166553
Tyms	0.184159784	0.331562194
Tyms-ps	0.297328849	0.498707677
Tyr	-0.079337396	0.864979816
Tyro3	-0.121326215	0.826208864
Tyrobp	-0.215639362	0.509908728
Tyrp1	NA	NA
Tysnd1	0.218763134	0.117795844
Tyw1	-0.049860326	0.88542006
Tyw3	0.141022178	0.707362479
Tyw5	0.264729032	0.404404031
U2af1	0.363958182	0.003141591
U2af1l4	0.038731861	NA
U2af2	-0.09696246	0.576251948
U2surp	0.110139043	0.522492313
U90926	0.038731861	NA
Uaca	-0.478856273	0.010023988
Uap1	0.307123317	0.043265075
Uap1l1	-0.549712201	0.014535961
Uba1	-0.109375814	0.298961302
Uba1y	NA	NA
Uba2	0.351472257	0.014808124
Uba3	0.173360082	0.286950117
Uba5	0.142220117	0.501883411
Uba52	-0.039989424	0.890352791
Uba6	0.342816143	0.125411357
Uba7	-0.105457268	0.735200957
Ubac1	0.445066087	0.008068235
Ubac2	0.03903296	0.848578092
Ubald1	-0.225745409	0.366970041
Ubald2	-0.106423664	0.619704074
Ubap1	-0.247176698	0.062750891
Ubap1l	-0.08609532	0.875870032
Ubap2	-0.054003949	0.91026982
Ubap2l	0.068267551	0.737714947
Ubash3a	0.023195726	NA
Ubash3b	-0.106336747	0.795477829
Ubb	-0.360099744	0.001216377
Ubc	0.005509818	0.981031917
Ubd	-0.358810216	0.382786526
Ube2a	0.09583119	0.646470507
Ube2b	0.200216168	0.160112572
Ube2c	-0.538334996	0.123538973
Ube2cbp	0.088889217	0.852700959
Ube2d1	-0.041992438	0.9130879
Ube2d2a	0.175224748	0.215438997
Ube2d2b	-0.422734013	0.099694974
Ube2d3	0.003057669	0.991001931
Ube2dnl1	NA	NA
Ube2dnl2	NA	NA
Ube2e1	0.636919273	0.000749127
Ube2e2	0.270784978	0.177693996
Ube2e3	0.101862564	0.604767656
Ube2f	0.015522052	0.960358719
Ube2g1	0.02364699	0.91041065
Ube2g2	-0.061839897	0.819180418
Ube2h	-0.40905087	0.023413384
Ube2i	0.125573924	0.354650814
Ube2j1	0.121845249	0.418578616
Ube2j2	-0.140852341	0.545524223
Ube2k	-0.348910145	0.086838302
Ube2l3	-0.24055268	0.025575581
Ube2l6	-0.144350855	0.404013816
Ube2m	0.163710572	0.200312713
Ube2n	-0.013736007	0.949399372
Ube2o	-0.020297265	0.962874606
Ube2q1	0.113367956	0.530438613
Ube2q2	0.169194794	0.464521906
Ube2ql1	0.94113854	0.002358268
Ube2r2	-0.051485038	0.794125195
Ube2s	-0.135077535	0.640528472
Ube2t	-0.197451562	0.68303039
Ube2u	-1.53101904	5.98E-09
Ube2v1	-0.17348464	0.200840494
Ube2v2	0.136581038	0.598033059
Ube2w	0.333989701	0.064031896
Ube2z	-0.035703109	0.842437446
Ube3a	0.141469764	0.402815212
Ube3b	-0.082055132	0.705149322
Ube3c	-0.230786144	0.045042347
Ube4a	0.034801354	0.875983333
Ube4b	-0.198914428	0.39887224
Ubfd1	0.122794045	0.67801156
Ubiad1	-0.185879796	0.549301826
Ubl3	0.185219372	0.212385281
Ubl4	0.261476162	0.174420036
Ubl4b	NA	NA
Ubl5	-0.12772312	0.501883411
Ubl7	-0.617404729	4.36E-06
Ublcp1	0.240424651	0.069698563
Ubn1	-0.092446551	0.427730137
Ubn2	0.089065973	0.589174983
Ubox5	-0.418577632	0.205536606
Ubp1	0.078374528	0.589668628
Ubqln1	-0.024871473	0.899453202
Ubqln2	-0.307294047	0.271499578
Ubqln3	NA	NA
Ubqln4	0.410938147	0.022159281
Ubqlnl	NA	NA
Ubr1	-0.224395368	0.131495284
Ubr2	0.349934138	0.007354879
Ubr3	-0.361539242	6.93E-05
Ubr4	-0.514922185	5.62E-05
Ubr5	-0.178801761	0.272305445
Ubr7	0.339709067	0.014112911
Ubtd1	0.121043077	0.713247457
Ubtd2	0.267507365	0.489026335
Ubtf	0.05087081	0.808616949
Ubtfl1	0.088098967	NA
Ubxn1	-0.306660801	0.024896523
Ubxn10	0.009828235	NA
Ubxn11	-0.037353303	0.951663991
Ubxn2a	-0.19805485	0.167077293
Ubxn2b	0.376705622	0.06975312
Ubxn4	-0.00156234	0.995355312
Ubxn6	-0.032830321	0.914440812
Ubxn7	-0.056030958	0.784600881
Ubxn8	-0.151460417	0.455485087
Uchl1	0.023565751	NA
Uchl3	0.257583355	0.279692157
Uchl4	0.278149948	0.372010485
Uchl5	-0.193187887	0.377263293
Uck1	-0.058272701	0.725222938
Uck2	0.324671483	0.355719331
Uckl1	0.062045377	0.771853541
Uckl1os	0.158820104	0.539102816
Ucma	NA	NA
Ucn	NA	NA
Ucn2	0.051316586	NA
Ucn3	NA	NA
Ucp1	NA	NA
Ucp2	-0.342930845	0.197718688
Ucp3	0.112324789	NA
Uevld	0.245840797	0.196515745
Ufc1	-0.015697418	0.942089002
Ufd1l	-0.028979725	0.889791786
Ufl1	0.181330256	0.411891505
Ufm1	-0.035403845	0.894983394
Ufsp1	0.081691165	0.859914501
Ufsp2	-0.012660452	0.959534382
Ugcg	0.343199983	0.118946141
Ugdh	-0.314010437	0.06975312
Uggt1	0.006176731	0.981908757
Uggt2	-0.024123797	0.964003925
Ugp2	-0.029521522	0.931922343
Ugt1a1	-0.147811359	0.561646555
Ugt1a10	1.09310313	0.000248316
Ugt1a2	-0.090804966	0.752697062
Ugt1a5	0.364584896	0.390216681
Ugt1a6a	0.026785067	0.949399372
Ugt1a7c	1.21330136	8.16E-05
Ugt1a9	0.201127346	0.586702462
Ugt2a1	0.194484014	NA
Ugt2a2	0.068536132	NA
Ugt2a3	-0.034365225	0.903102348
Ugt2b1	-0.132008205	0.5363379
Ugt2b34	-0.08787406	0.650505736
Ugt2b35	-0.227723628	0.298396548
Ugt2b36	-0.111645286	0.635247933
Ugt2b37	0.324025098	0.348049456
Ugt2b38	-0.049207343	0.920836681
Ugt2b5	-0.0283467	0.92472987
Ugt3a1	-0.156432243	0.57136812
Ugt3a2	-0.122697149	0.532395635
Ugt8a	-0.01404018	0.981455996
Uhmk1	-0.029071948	0.895724969
Uhrf1	-0.004349022	0.994749043
Uhrf1bp1	0.216071701	0.292489491
Uhrf1bp1l	0.315357869	0.049042745
Uhrf2	0.147916541	0.368467065
Uimc1	-0.030768539	0.889329539
Ulbp1	-0.685444772	0.050488132
Ulk1	-0.190671665	0.465131523
Ulk2	-0.260836997	0.121010185
Ulk3	0.003080308	0.993948477
Ulk4	-0.205553992	0.674246736
Umad1	0.135179573	0.565292131
Umod	-0.061040068	NA
Umodl1	0.086008314	NA
Umps	0.481977237	5.76E-05
Unc119	-0.405544843	0.050403145
Unc119b	-0.317623524	0.11779617
Unc13a	0.338133091	0.390765525
Unc13b	-0.189123383	0.709594153
Unc13c	0.203705526	0.315278706
Unc13d	0.003173857	0.994301786
Unc45a	0.164269763	0.563994284
Unc45b	-0.775449581	0.023176399
Unc50	0.031992085	0.895029993
Unc5a	-0.583879614	0.032972308
Unc5b	-0.157473029	0.685186541
Unc5c	0.053333697	NA
Unc5cl	0.198177073	NA
Unc5d	0.019876303	NA
Unc79	0.505162415	0.114934091
Unc80	-0.170784623	NA
Unc93a	0.037328108	0.952372655
Unc93b1	-0.447308802	1.21E-05
Uncx	0.002221188	NA
Ung	0.495905597	0.185844294
Unk	0.074683783	0.788580194
Unkl	-0.274106598	0.267715611
Uox	-0.01566501	0.961408831
Upb1	0.043370492	0.895745699
Upf1	0.34688098	0.027920655
Upf2	-0.492073878	0.002163662
Upf3a	-0.183625453	0.253196882
Upf3b	-0.151624107	0.488276839
Upk1a	-0.105935056	NA
Upk1b	0.097956231	0.855187638
Upk2	NA	NA
Upk3a	NA	NA
Upk3b	-0.096183032	0.864979816
Upk3bl	NA	NA
Upp1	-0.486937295	0.159859611
Upp2	0.552388711	0.026317671
Uprt	0.155751162	0.725961511
Uqcc1	0.219551151	0.168537022
Uqcc2	0.040710842	0.924011896
Uqcc3	-0.299475263	0.044643585
Uqcr10	0.011094235	0.970932248
Uqcr11	0.127705361	0.596319081
Uqcrb	0.00585672	0.9908374
Uqcrc1	-0.069580019	0.734522918
Uqcrc2	0.127348132	0.607114295
Uqcrfs1	-0.017092577	0.932387293
Uqcrh	0.016356635	0.966297847
Uqcrq	0.343445422	0.021878986
Urad	0.250784732	0.115450591
Urah	0.011760947	0.969114252
Urb1	0.553669433	0.072912901
Urb2	0.577117206	0.042534204
Urgcp	0.128866792	0.563154699
Uri1	0.350648012	0.024008422
Urm1	0.218287024	0.211785354
Uroc1	0.064355551	0.770234957
Urod	-0.040842806	0.839571841
Uros	-0.122413299	0.464521906
Usb1	-0.06871459	0.815017306
Use1	-0.078777982	0.641952266
Usf1	-0.127956182	0.429222222
Usf2	0.07859596	0.707455156
Ush1c	-0.008490034	NA
Ush1g	0.137193825	0.785444727
Ush2a	0.333146792	0.420362055
Ushbp1	0.228909717	0.270752485
Usmg5	0.020991951	0.952675162
Uso1	-0.148776117	0.626009299
Usp1	0.184597933	0.237180521
Usp10	-0.079570931	0.782005036
Usp11	-0.157422517	0.73735942
Usp12	-0.276819686	0.047487066
Usp13	-0.084105556	NA
Usp14	-0.143393662	0.553040615
Usp15	0.106738199	0.535615722
Usp16	-0.073212832	0.7735161
Usp17la	0.238776794	0.588971618
Usp17lb	NA	NA
Usp17lc	-0.041815601	NA
Usp17ld	NA	NA
Usp18	-1.468592042	1.07E-10
Usp19	0.007912742	0.973539536
Usp2	0.686911094	0.024741677
Usp20	0.116613095	0.715483226
Usp21	-0.15291084	0.458203993
Usp22	0.345916491	0.001802168
Usp24	-0.302936086	0.021089115
Usp25	0.15213624	0.223663278
Usp26	NA	NA
Usp27x	0.020996221	0.971400091
Usp28	0.146046589	0.645339135
Usp29	-0.088510663	NA
Usp3	-0.08958311	0.6167849
Usp30	0.187891081	0.240750759
Usp31	0.617143286	0.011043376
Usp32	-0.181031153	0.243420922
Usp33	0.094644473	0.479154113
Usp34	-0.371419823	0.007801482
Usp35	-0.216816688	0.520032588
Usp36	0.439308428	0.128210662
Usp37	0.183476935	0.432599889
Usp38	-0.084018545	0.646316904
Usp39	0.343867428	0.042483218
Usp4	-0.223805993	0.022186613
Usp40	-0.04039756	0.85053374
Usp42	-0.269011352	0.244238439
Usp43	-0.042715212	NA
Usp44	-0.059512947	NA
Usp45	0.203102888	0.154215353
Usp46	0.232905901	0.223674851
Usp47	-0.056482981	0.715474312
Usp48	0.000939724	0.997818246
Usp49	-0.052611342	0.908213521
Usp5	-0.106725363	0.329894174
Usp50	0.335744862	0.439391653
Usp51	0.026888619	NA
Usp53	0.375125893	0.010298415
Usp54	-0.109665468	0.626009299
Usp6nl	-0.691143811	0.001283855
Usp7	-0.066225048	0.644061377
Usp8	-0.223029712	0.021153287
Usp9x	-0.123963211	0.403024845
Usp9y	0.084226709	NA
Uspl1	0.196071129	0.476235166
Ust	-0.236705521	0.509698086
Utf1	NA	NA
Utp11l	0.055315987	0.885382042
Utp14a	-0.028125782	0.931423703
Utp14b	0.112880249	0.606756402
Utp15	0.360133037	0.178843229
Utp18	0.515221857	0.019853377
Utp20	0.299295217	0.304937274
Utp23	0.177806461	0.513505923
Utp3	-0.319562593	0.002267116
Utp6	0.008729636	0.971689608
Utrn	-0.234211986	0.092048647
Uts2	0.457326135	NA
Uts2b	NA	NA
Uts2r	NA	NA
Uty	-0.116350017	0.748182375
Uvrag	0.167055642	0.546417586
Uvssa	0.094750212	0.566666823
Uxs1	0.455780859	0.037463461
Uxt	0.010489065	0.97242015
V1ra8	0.50547513	NA
V1rd18	NA	NA
V1rg10	NA	NA
Vac14	0.115782482	0.704382251
Vamp1	0.386332481	0.112824201
Vamp2	-0.279330277	0.28980946
Vamp3	0.416156072	0.013790786
Vamp4	0.282289539	0.111375195
Vamp5	-0.133444366	0.698876218
Vamp7	0.493573329	0.007447129
Vamp8	-0.100862777	0.620841573
Vangl1	-0.572047927	0.007879928
Vangl2	0.131736004	0.808293058
Vapa	0.250345675	0.169177898
Vapb	0.037704261	0.831673127
Vars	0.128636592	0.722945913
Vars2	0.039983838	0.896932524
Vash1	-0.106709962	0.804744518
Vash2	0.101091441	0.854756787
Vasn	0.237412965	0.403458154
Vasp	-0.021275314	0.92993387
Vat1	0.344889988	0.011006855
Vat1l	-0.194891262	NA
Vaultrc5	-0.145616907	0.56684903
Vav1	-0.319914872	0.257700427
Vav2	0.262497844	0.093212061
Vav3	0.009613096	0.982623364
Vax1	NA	NA
Vax2	0.180903889	0.724631864
Vax2os	NA	NA
Vbp1	0.458860254	0.010442079
Vcam1	0.058545912	0.8973597
Vcan	-0.340690523	0.431445311
Vcl	-0.407890373	0.006755033
Vcp	-0.218161625	0.08149328
Vcpip1	-0.222865619	0.053139519
Vcpkmt	0.451449695	0.174427562
Vdac1	0.057723904	0.778587162
Vdac2	0.162634736	0.402253265
Vdac3	0.04497633	0.854689308
Vdr	0.00793038	NA
Vegfa	0.2654295	0.057313776
Vegfb	-0.215409288	0.468514274
Vegfc	-0.138531581	0.64158323
Veph1	0.292727626	0.300258554
Vezf1	-0.045871189	0.842437446
Vezt	-0.248014544	0.067395945
Vgf	-0.044760577	NA
Vgll1	NA	NA
Vgll2	NA	NA
Vgll3	-0.448500161	0.265522508
Vgll4	-0.133634444	0.649076138
Vhl	0.304015611	0.041861861
Vil1	0.00162432	0.99797086
Vill	-0.154315556	0.736378187
Vim	-0.244803466	0.233280579
Vimp	0.034196952	0.885704526
Vip	NA	NA
Vipas39	0.182817433	0.328946933
Vipr1	-0.028529108	0.949724455
Vipr2	0.10136932	NA
Vit	0.232309639	NA
Vkorc1	-0.170121668	0.238547405
Vkorc1l1	0.157011678	0.448152189
Vldlr	0.842486074	0.004413956
Vma21	0.386226063	0.041602427
Vmac	0.356335274	0.011517864
Vmn1r-ps103	NA	NA
Vmn1r-ps79	NA	NA
Vmn1r1	NA	NA
